Zip,City,County,Year,Q1_avg_homeprice,Q2_avg_homeprice,Q3_avg_homeprice,Q4_avg_homeprice,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
08106,Audubon,Camden County,2021,250822.0,262496.6666666667,275724.3333333333,286839.3333333333,257827.0,275771.0,290317.0,251076.0,248010.0,272046.0,267480.0,253380.0,262183.0,287093.0,283108.0,279356.0
07456,Ringwood,Passaic County,2021,393355.3333333333,404993.6666666667,426533.3333333333,438794.3333333333,399836.0,427169.0,441476.0,393456.0,390093.0,419165.0,411054.0,396517.0,404091.0,438694.0,436213.0,433266.0
07458,Upper Saddle River,Bergen County,2021,1047293.6666666666,1068159.6666666667,1102841.0,1144444.0,1060938.0,1104887.0,1156698.0,1047115.0,1040007.0,1087449.0,1076990.0,1054759.0,1066551.0,1144040.0,1132594.0,1116187.0
07442,Pompton Lakes,Passaic County,2021,364815.6666666667,376668.0,395484.0,409688.6666666667,371457.0,396289.0,414265.0,364487.0,362374.0,388960.0,382386.0,367586.0,376161.0,409593.0,405208.0,401203.0
07661,River Edge,Bergen County,2021,541208.3333333334,556141.6666666666,573901.3333333334,587741.3333333334,552193.0,575378.0,591835.0,541272.0,535701.0,566510.0,561013.0,546652.0,555219.0,587185.0,584204.0,579816.0
08093,Westville,Gloucester County,2021,170318.0,175585.0,181332.66666666666,189076.33333333334,174061.0,181660.0,192158.0,170770.0,167200.0,179355.0,177427.0,172984.0,175267.0,189213.0,185858.0,182983.0
07035,Lincoln Park,Morris County,2021,379714.0,394146.3333333333,407857.3333333333,412805.6666666667,388911.0,408137.0,413431.0,379688.0,375508.0,404182.0,399500.0,383946.0,394028.0,412783.0,412203.0,411253.0
07643,Little Ferry,Bergen County,2021,410597.0,423183.6666666667,434623.0,445341.0,420302.0,435509.0,448059.0,411258.0,404426.0,429567.0,426710.0,416107.0,422539.0,445231.0,442733.0,438793.0
07921,Bedminster Township,Somerset County,2021,372962.6666666667,379041.0,392801.6666666667,399365.6666666667,375625.0,393703.0,402114.0,373328.0,371715.0,388808.0,383192.0,373845.0,378306.0,398425.0,397558.0,395894.0
07760,Rumson,Monmouth County,2021,1211652.6666666667,1267075.0,1331160.6666666667,1371674.6666666667,1241253.0,1331445.0,1384618.0,1211739.0,1197889.0,1319359.0,1294003.0,1225330.0,1265969.0,1373320.0,1357086.0,1342678.0
07073,East Rutherford,Bergen County,2021,493137.3333333333,509545.3333333333,521423.0,531316.0,505608.0,522081.0,533164.0,493068.0,486889.0,516414.0,513623.0,499455.0,509405.0,531359.0,529425.0,525774.0
07502,Paterson,Passaic County,2021,348956.0,359525.6666666667,376681.3333333333,389655.3333333333,355153.0,377315.0,392755.0,349049.0,346130.0,370054.0,364139.0,351689.0,359285.0,389352.0,386859.0,382675.0
07114,Newark,Essex County,2021,381657.0,388935.6666666667,403172.0,412500.3333333333,385203.0,403170.0,413538.0,382191.0,380600.0,398199.0,392659.0,382180.0,388945.0,412361.0,411602.0,408147.0
08835,Manville,Somerset County,2021,315213.0,323106.3333333333,338717.0,341775.3333333333,318585.0,340052.0,344061.0,315255.0,313572.0,335485.0,328205.0,316812.0,322529.0,340548.0,340717.0,340614.0
07419,Hardyston Township,Sussex County,2021,258980.0,271463.3333333333,283350.6666666667,292393.6666666667,267479.0,283811.0,295426.0,258902.0,255149.0,279068.0,275561.0,262889.0,271350.0,292035.0,289720.0,287173.0
07075,Wood Ridge,Bergen County,2021,484004.3333333333,497132.6666666667,515732.3333333333,527199.3333333334,491694.0,516789.0,530338.0,483787.0,480147.0,509815.0,502973.0,488079.0,496731.0,527011.0,524249.0,520593.0
07452,Glen Rock,Bergen County,2021,701981.3333333334,719346.3333333334,741662.3333333334,760852.6666666666,714624.0,742757.0,765762.0,702257.0,694507.0,731646.0,725021.0,709180.0,718394.0,759776.0,757020.0,750584.0
07936,East Hanover Township,Morris County,2021,588005.3333333334,607207.3333333334,627934.0,629487.3333333334,599661.0,628467.0,627303.0,587180.0,584619.0,621593.0,614246.0,592217.0,607715.0,629213.0,631946.0,633742.0
07417,Franklin Lakes,Bergen County,2021,1072076.3333333333,1092596.6666666667,1126364.0,1166125.0,1084466.0,1127534.0,1178428.0,1072228.0,1066008.0,1112747.0,1102407.0,1077993.0,1090917.0,1166923.0,1153024.0,1138811.0
08083,Somerdale,Camden County,2021,220234.33333333334,229601.0,242473.0,256235.0,225993.0,242289.0,260078.0,220269.0,217592.0,237759.0,233331.0,222842.0,229479.0,256723.0,251904.0,247371.0
08889,Readington Township,Hunterdon County,2021,486317.6666666667,508629.3333333333,538439.0,551313.6666666666,499669.0,539892.0,553483.0,486442.0,479842.0,529896.0,518965.0,492669.0,507254.0,551404.0,549054.0,545529.0
07045,Montville Township,Morris County,2021,591151.0,610210.0,631625.6666666666,641984.0,603362.0,632062.0,644593.0,591006.0,585959.0,625115.0,617271.0,596488.0,609997.0,642086.0,639273.0,637700.0
08758,Ocean Township,Ocean County,2021,355068.3333333333,384100.6666666667,415394.3333333333,434852.3333333333,373040.0,416381.0,439001.0,354490.0,347971.0,406441.0,395740.0,362744.0,383522.0,435095.0,430461.0,423361.0
08823,Franklin Township,Somerset County,2021,279566.0,287603.0,301595.0,309581.0,283918.0,302368.0,312889.0,279731.0,277532.0,297501.0,291755.0,281435.0,287136.0,308891.0,306963.0,304916.0
08502,Montgomery Township,Somerset County,2021,672643.0,692655.0,730904.3333333334,755387.6666666666,682682.0,732841.0,764129.0,672738.0,668681.0,718699.0,703771.0,676510.0,691512.0,754024.0,748010.0,741173.0
08722,Beachwood,Ocean County,2021,276735.3333333333,303409.6666666667,333923.0,345728.0,291673.0,335108.0,347025.0,277152.0,271172.0,326494.0,316311.0,281882.0,302245.0,346015.0,344144.0,340167.0
07657,Ridgefield,Bergen County,2021,541634.0,549615.6666666666,561055.0,570379.3333333334,548002.0,562995.0,575065.0,542906.0,536659.0,557320.0,553760.0,545337.0,547085.0,570035.0,566038.0,562850.0
08022,Mansfield Township,Burlington County,2021,328080.0,341536.6666666667,362178.3333333333,370967.6666666667,335165.0,363165.0,373134.0,327646.0,325491.0,355893.0,348164.0,331103.0,341281.0,370983.0,368786.0,367477.0
07716,Atlantic Highlands,Monmouth County,2021,541036.6666666666,564372.0,587050.0,601121.0,554678.0,586948.0,605220.0,541926.0,533929.0,582999.0,574505.0,547255.0,563933.0,601907.0,596236.0,591203.0
07607,Maywood,Bergen County,2021,463066.0,471066.6666666667,484670.0,494065.6666666667,468359.0,485822.0,496493.0,463537.0,459023.0,479089.0,474684.0,466638.0,470157.0,494008.0,491696.0,489099.0
07063,Plainfield,Union County,2021,325683.0,340482.6666666667,357685.0,366092.3333333333,335699.0,358360.0,367615.0,326338.0,320570.0,352054.0,346002.0,330141.0,339747.0,365628.0,365034.0,362641.0
08322,Franklin Township,Gloucester County,2021,232378.33333333334,241281.66666666666,254811.66666666666,263154.6666666667,237380.0,255083.0,265088.0,232544.0,228942.0,250951.0,245518.0,235649.0,240947.0,263354.0,261022.0,258401.0
07034,Parsippany-Troy Hills Township,Morris County,2021,364907.0,377108.3333333333,387641.6666666667,389130.3333333333,373642.0,388230.0,388062.0,365806.0,359443.0,385125.0,381142.0,369472.0,376541.0,389976.0,389353.0,389570.0
08086,West Deptford Township,Gloucester County,2021,231173.0,239676.0,251216.0,260690.66666666666,236195.0,251668.0,263635.0,231350.0,228556.0,247476.0,243553.0,233613.0,239280.0,260849.0,257588.0,254504.0
08071,Pitman,Gloucester County,2021,215047.33333333334,222994.33333333334,234531.33333333334,244876.66666666666,219677.0,234664.0,248341.0,215331.0,212178.0,230789.0,226643.0,217633.0,222663.0,245093.0,241196.0,238141.0
07512,Totowa,Passaic County,2021,471646.6666666667,485358.3333333333,501692.0,512931.0,481099.0,501471.0,513943.0,471355.0,466654.0,494522.0,489006.0,476931.0,485970.0,512688.0,512162.0,509083.0
07463,Waldwick,Bergen County,2021,516717.6666666667,527219.3333333334,542542.3333333334,550868.0,523549.0,543824.0,553455.0,517209.0,511861.0,537418.0,531920.0,521083.0,526189.0,550706.0,548443.0,546385.0
07849,Jefferson Township,Morris County,2021,355693.3333333333,368161.6666666667,378055.6666666667,385815.3333333333,364501.0,378303.0,387833.0,355773.0,351438.0,374864.0,371814.0,359869.0,368170.0,386014.0,383599.0,381000.0
07876,Roxbury Township,Morris County,2021,443309.0,460202.3333333333,477402.6666666667,486933.6666666667,453910.0,477220.0,489437.0,443455.0,438150.0,472756.0,466391.0,448322.0,460306.0,487059.0,484305.0,482232.0
08833,Clinton Township,Hunterdon County,2021,517112.6666666667,541665.6666666666,573750.6666666666,591882.6666666666,532619.0,575177.0,597706.0,517703.0,508504.0,564834.0,552563.0,525131.0,539815.0,591743.0,586199.0,581241.0
07642,Hillsdale,Bergen County,2021,578223.6666666666,593124.0,610870.3333333334,623989.6666666666,588047.0,612128.0,628629.0,578449.0,572768.0,604966.0,599252.0,583454.0,592073.0,623509.0,619831.0,615517.0
08098,Pilesgrove,Salem County,2021,239138.33333333334,253770.66666666666,272123.3333333333,288977.3333333333,247048.0,272016.0,294792.0,238907.0,236330.0,266448.0,260427.0,242178.0,253837.0,288847.0,283293.0,277906.0
07981,Hanover Township,Morris County,2021,542915.0,561841.0,579711.0,584613.0,556141.0,580190.0,584646.0,543033.0,536439.0,574534.0,567901.0,549273.0,561481.0,584696.0,584497.0,584409.0
07722,Colts Neck Township,Monmouth County,2021,825809.6666666666,861370.0,898954.3333333334,921996.0,847913.0,899121.0,927729.0,826423.0,814476.0,890886.0,875801.0,836530.0,860396.0,923274.0,914985.0,906856.0
08530,Lambertville,Hunterdon County,2021,450404.3333333333,467870.3333333333,493395.6666666667,509043.3333333333,461159.0,494256.0,511987.0,451143.0,444221.0,485180.0,475946.0,455849.0,466506.0,509488.0,505655.0,500751.0
07825,Blairstown Township,Warren County,2021,348805.0,366938.6666666667,388817.6666666667,404891.6666666667,361094.0,389765.0,408967.0,347627.0,344247.0,380940.0,372846.0,354541.0,366876.0,405235.0,400473.0,395748.0
07821,Byram Township,Sussex County,2021,347039.0,366019.3333333333,383888.6666666667,397787.6666666667,359852.0,384506.0,401569.0,346577.0,341425.0,377594.0,372327.0,353115.0,365879.0,397612.0,394182.0,389566.0
07605,Leonia,Bergen County,2021,613578.0,625696.0,636189.0,641868.3333333334,621337.0,637888.0,645422.0,614194.0,609420.0,633248.0,630796.0,617120.0,624955.0,640649.0,639534.0,637431.0
07874,Stanhope,Sussex County,2021,294671.6666666667,310871.3333333333,326462.6666666667,336193.6666666667,306161.0,327260.0,338602.0,294050.0,289488.0,320750.0,315724.0,300477.0,310729.0,335888.0,334091.0,331378.0
07823,Belvidere,Warren County,2021,261983.33333333334,275491.6666666667,288990.3333333333,298111.3333333333,271564.0,289527.0,299461.0,261291.0,257393.0,284055.0,279270.0,267266.0,275641.0,298651.0,296222.0,293389.0
07504,Paterson,Passaic County,2021,381119.0,400745.0,421381.6666666667,440437.0,395591.0,422026.0,445233.0,380555.0,374751.0,411863.0,405743.0,388051.0,400901.0,439893.0,436185.0,430256.0
08078,Runnemede,Camden County,2021,194960.66666666666,203251.66666666666,216761.33333333334,227272.33333333334,200192.0,216893.0,229658.0,195285.0,191645.0,211858.0,206616.0,197952.0,202947.0,227393.0,224766.0,221533.0
07656,Park Ridge,Bergen County,2021,588432.3333333334,601181.6666666666,617884.3333333334,630153.0,596220.0,619049.0,632903.0,588867.0,584044.0,611640.0,607402.0,592386.0,599923.0,629963.0,627593.0,622964.0
08066,Paulsboro,Gloucester County,2021,130079.33333333333,139583.33333333334,151557.0,160264.0,135707.0,152001.0,162919.0,129683.0,127579.0,148182.0,143511.0,132976.0,139532.0,160347.0,157526.0,154488.0
07945,Mendham Township,Morris County,2021,767798.6666666666,789875.3333333334,818079.3333333334,837694.6666666666,780918.0,818664.0,844083.0,767765.0,762813.0,809173.0,799358.0,772818.0,789350.0,837494.0,831507.0,826401.0
08065,Palmyra,Burlington County,2021,192638.33333333334,200846.0,213488.33333333334,219637.0,197438.0,213938.0,221330.0,192473.0,190319.0,209548.0,204448.0,195123.0,200652.0,219778.0,217803.0,216979.0
07524,Paterson,Passaic County,2021,339570.0,352888.3333333333,372110.6666666667,386707.6666666667,347833.0,372554.0,391628.0,339213.0,335581.0,365948.0,358072.0,343916.0,352760.0,386678.0,381817.0,377830.0
07676,Township of Washington,Bergen County,2021,565078.0,580123.3333333334,596026.6666666666,607172.3333333334,576107.0,597448.0,610960.0,564770.0,559437.0,590140.0,584826.0,571027.0,579437.0,606680.0,603877.0,600492.0
08884,Spotswood,Middlesex County,2021,353406.6666666667,369565.6666666667,385446.3333333333,394824.3333333333,364193.0,385584.0,397608.0,353007.0,349320.0,380944.0,374284.0,357893.0,370220.0,395242.0,391623.0,389811.0
08225,Northfield,Atlantic County,2021,237170.66666666666,248596.33333333334,267480.0,277785.0,243375.0,268234.0,280356.0,237473.0,234371.0,261313.0,254188.0,239668.0,248226.0,277265.0,275734.0,272893.0
08848,Milford,Hunterdon County,2021,345938.3333333333,363805.3333333333,385504.6666666667,394370.0,356840.0,386421.0,395531.0,346210.0,340390.0,379764.0,371762.0,351215.0,362814.0,394541.0,393038.0,390329.0
08869,Raritan,Somerset County,2021,382186.3333333333,391026.3333333333,409836.6666666667,412848.0,386175.0,411415.0,414093.0,382889.0,379138.0,405750.0,397104.0,384532.0,389800.0,411944.0,412507.0,412345.0
07421,West Milford,Passaic County,2021,313718.6666666667,327273.0,343201.0,352612.6666666667,322932.0,343980.0,355057.0,313723.0,308475.0,337873.0,332211.0,318958.0,326676.0,352368.0,350413.0,347750.0
08850,Milltown,Middlesex County,2021,398652.0,416954.0,436287.3333333333,443549.0,408668.0,436396.0,444666.0,398656.0,394699.0,431936.0,424302.0,402601.0,417892.0,443445.0,442536.0,440530.0
08312,Clayton,Gloucester County,2021,189323.66666666666,197760.33333333334,210021.0,219453.66666666666,194278.0,210443.0,221961.0,189454.0,186610.0,206041.0,201653.0,191907.0,197350.0,219605.0,216795.0,213579.0
08035,Haddon Heights,Camden County,2021,339023.6666666667,349172.6666666667,359626.0,376977.6666666667,345857.0,359180.0,382383.0,338812.0,336422.0,355450.0,352472.0,341837.0,349189.0,377664.0,370886.0,364248.0
07645,Montvale,Bergen County,2021,624746.6666666666,636525.0,659060.6666666666,674718.6666666666,630838.0,660499.0,678628.0,624794.0,620980.0,651141.0,643410.0,628466.0,635327.0,674291.0,671237.0,665542.0
07930,Chester Township,Morris County,2021,641534.3333333334,664822.0,692896.6666666666,709479.3333333334,655621.0,693195.0,714030.0,641463.0,635452.0,684559.0,674372.0,647688.0,664473.0,709477.0,704931.0,700936.0
08801,Clinton Township,Hunterdon County,2021,436480.0,455882.3333333333,481674.0,497133.6666666667,449029.0,482786.0,501392.0,437076.0,429431.0,473574.0,464198.0,442933.0,454420.0,496866.0,493143.0,488662.0
07403,Bloomingdale,Passaic County,2021,355051.3333333333,368331.6666666667,384735.3333333333,396029.3333333333,363598.0,385156.0,398772.0,354660.0,351369.0,378804.0,372977.0,359125.0,368420.0,396093.0,393223.0,390246.0
07727,Howell Township,Monmouth County,2021,534031.0,557365.3333333334,590432.0,612110.3333333334,547205.0,590537.0,617356.0,534124.0,527342.0,581958.0,568379.0,540627.0,556512.0,613092.0,605883.0,598801.0
08090,Oak Valley,Gloucester County,2021,225456.33333333334,233750.66666666666,246263.66666666666,257664.66666666666,230509.0,246556.0,260246.0,225565.0,222388.0,241568.0,237294.0,228416.0,233449.0,258113.0,254635.0,250667.0
07626,Cresskill,Bergen County,2021,708848.6666666666,721635.0,738582.6666666666,751661.3333333334,718237.0,739558.0,754972.0,709641.0,701683.0,731877.0,726067.0,715222.0,720601.0,751225.0,748787.0,744313.0
07462,Vernon Township,Sussex County,2021,200190.0,210676.66666666666,219805.66666666666,226784.66666666666,207177.0,220059.0,229230.0,199878.0,196878.0,216899.0,214093.0,203814.0,210760.0,226439.0,224685.0,222459.0
07033,Kenilworth,Union County,2021,456596.6666666667,468122.3333333333,484438.3333333333,490997.6666666667,461426.0,484782.0,491533.0,456494.0,456070.0,480439.0,475101.0,457226.0,467840.0,490483.0,490977.0,488094.0
07624,Closter,Bergen County,2021,755529.3333333334,780780.6666666666,805884.6666666666,826288.0,772763.0,807098.0,833337.0,755782.0,745882.0,798346.0,790055.0,764924.0,779524.0,826093.0,819434.0,812210.0
08734,Lacey Township,Ocean County,2021,342569.0,372336.0,406499.3333333333,424397.3333333333,360464.0,407786.0,427374.0,342186.0,335524.0,397138.0,385098.0,349997.0,371446.0,424704.0,421114.0,414574.0
08270,Woodbine,Cape May County,2021,209491.33333333334,221406.0,237721.33333333334,252479.33333333334,215689.0,237480.0,254822.0,208836.0,207812.0,231865.0,226848.0,211826.0,221681.0,253011.0,249605.0,243819.0
08102,Camden,Camden County,2021,88779.0,85809.66666666667,91095.66666666667,99697.33333333333,85718.0,91298.0,102824.0,88577.0,91825.0,87820.0,86610.0,85935.0,85101.0,99768.0,96500.0,94169.0
07603,Bogota,Bergen County,2021,409462.0,421605.3333333333,432694.3333333333,434980.3333333333,417713.0,433834.0,435720.0,410093.0,403060.0,430336.0,426109.0,415233.0,420994.0,434624.0,434597.0,433913.0
07649,Oradell,Bergen County,2021,660318.3333333334,677237.3333333334,697621.3333333334,713149.6666666666,671047.0,698610.0,717776.0,660918.0,653373.0,690863.0,684436.0,666664.0,676229.0,712437.0,709236.0,703391.0
08084,Stratford,Camden County,2021,213159.0,224574.66666666666,240600.66666666666,255858.66666666666,220096.0,240538.0,259994.0,212964.0,210571.0,234721.0,229135.0,215942.0,224493.0,256227.0,251355.0,246543.0
07756,Neptune Township,Monmouth County,2021,614120.0,642127.6666666666,685653.6666666666,714636.0,630157.0,685884.0,719938.0,614554.0,606208.0,673003.0,655748.0,621598.0,640478.0,716552.0,707418.0,698074.0
08810,South Brunswick Township,Middlesex County,2021,401274.0,418531.0,441371.0,456864.0,410853.0,441548.0,459206.0,400725.0,398570.0,433689.0,426087.0,404527.0,418653.0,457289.0,454097.0,448876.0
07924,Bernardsville,Somerset County,2021,697392.3333333334,714959.6666666666,751111.6666666666,764689.0,704530.0,753222.0,769655.0,698110.0,695137.0,741379.0,727248.0,698930.0,713101.0,762907.0,761505.0,758734.0
07041,Millburn,Essex County,2021,870998.0,880928.6666666666,922899.0,957641.0,878625.0,923830.0,962077.0,874950.0,861048.0,905659.0,888143.0,876996.0,876018.0,959841.0,951005.0,939208.0
07023,Fanwood,Union County,2021,531350.0,547124.3333333334,568761.0,576712.3333333334,539034.0,569342.0,577683.0,531486.0,527786.0,563733.0,556189.0,534778.0,546150.0,576657.0,575797.0,573208.0
07004,Fairfield,Essex County,2021,601810.0,613388.3333333334,639217.0,653633.0,606533.0,639720.0,656271.0,603448.0,597957.0,632172.0,621447.0,604025.0,612185.0,654061.0,650567.0,645759.0
07432,Midland Park,Bergen County,2021,528772.0,540571.0,555478.6666666666,565057.6666666666,536651.0,556670.0,568180.0,529365.0,523398.0,550003.0,545292.0,533553.0,539770.0,564384.0,562609.0,559763.0
07732,Middletown Township,Monmouth County,2021,370159.0,388497.3333333333,415025.0,426156.6666666667,378895.0,415929.0,428668.0,369993.0,367731.0,409228.0,399232.0,372753.0,387365.0,426475.0,423327.0,419918.0
07826,Branchville,Sussex County,2021,310911.0,330787.3333333333,347906.3333333333,354861.6666666667,324377.0,348930.0,356526.0,310220.0,305496.0,342615.0,337007.0,317017.0,330978.0,354179.0,353880.0,352174.0
08558,Montgomery Township,Somerset County,2021,711316.6666666666,729645.3333333334,763082.3333333334,784150.3333333334,719783.0,764659.0,791479.0,711265.0,708544.0,752864.0,740395.0,714141.0,728758.0,782944.0,778028.0,771724.0
07764,West Long Branch,Monmouth County,2021,579375.6666666666,612788.3333333334,664089.3333333334,699602.0,598593.0,665102.0,708480.0,579716.0,569631.0,648824.0,628668.0,588780.0,611104.0,699999.0,690327.0,678342.0
08068,Pemberton Township,Burlington County,2021,204940.33333333334,210799.66666666666,225812.33333333334,237493.0,206862.0,226215.0,240835.0,204933.0,203742.0,220993.0,215107.0,206146.0,210430.0,237764.0,233880.0,230229.0
07755,Ocean Township,Monmouth County,2021,596236.3333333334,630632.0,679199.0,718998.6666666666,617331.0,679586.0,729794.0,597213.0,584828.0,664316.0,645706.0,606668.0,628859.0,720179.0,707023.0,693695.0
07028,Glen Ridge,Essex County,2021,779736.6666666666,797601.3333333334,840399.0,858277.3333333334,785828.0,842079.0,861144.0,782084.0,774763.0,829313.0,811912.0,782363.0,795064.0,858432.0,855256.0,849805.0
08221,Linwood,Atlantic County,2021,293849.0,308362.3333333333,334058.3333333333,346205.0,300175.0,335078.0,349424.0,294495.0,292004.0,326656.0,317060.0,295048.0,307852.0,345378.0,343813.0,340441.0
07422,Highland Lake,Sussex County,2021,251615.0,266256.3333333333,281458.3333333333,291573.6666666667,261511.0,281825.0,293723.0,251139.0,247455.0,275675.0,270654.0,256251.0,266604.0,291241.0,289757.0,286875.0
07720,Bradley Beach,Monmouth County,2021,735604.3333333334,760254.0,805377.3333333334,840888.0,750197.0,805458.0,849958.0,736706.0,725933.0,790904.0,772099.0,744174.0,758466.0,841919.0,830787.0,819770.0
07513,Paterson,Passaic County,2021,379919.0,396650.0,415241.0,435147.3333333333,390548.0,415190.0,440862.0,379316.0,376144.0,407622.0,402556.0,384297.0,396846.0,435267.0,429313.0,422911.0
07068,Roseland,Essex County,2021,579020.6666666666,585449.6666666666,613902.0,627681.0,581072.0,614354.0,626719.0,581120.0,576234.0,603427.0,591896.0,579708.0,583381.0,628247.0,628077.0,623925.0
07465,Wanaque,Passaic County,2021,358532.3333333333,366210.0,380868.6666666667,387981.3333333333,362755.0,381527.0,388858.0,358548.0,356532.0,375518.0,370407.0,360517.0,365468.0,387882.0,387204.0,385561.0
07092,Mountainside,Union County,2021,639339.6666666666,667465.0,703846.0,715530.0,652803.0,703687.0,710253.0,639044.0,635877.0,693696.0,682808.0,643098.0,666784.0,716258.0,720079.0,714155.0
07630,Emerson,Bergen County,2021,554301.0,569405.6666666666,585979.3333333334,594213.3333333334,565528.0,587601.0,597235.0,554733.0,546919.0,580235.0,574148.0,561251.0,568541.0,593445.0,591960.0,590102.0
08886,Greenwich Township,Warren County,2021,345202.3333333333,364070.0,388084.6666666667,402823.3333333333,357047.0,388902.0,406044.0,344271.0,340091.0,380254.0,371230.0,351245.0,363933.0,403168.0,399258.0,395098.0
07830,Tewksbury Township,Hunterdon County,2021,519342.6666666667,544463.0,576306.6666666666,595276.0,534471.0,577286.0,601315.0,519838.0,512162.0,567652.0,555811.0,526028.0,543107.0,595178.0,589335.0,583982.0
07850,Roxbury Township,Morris County,2021,337833.3333333333,351968.0,365845.6666666667,370067.3333333333,347012.0,366160.0,369691.0,337823.0,333696.0,362233.0,356857.0,341981.0,352035.0,370454.0,370057.0,369144.0
08501,Upper Freehold Township,Monmouth County,2021,473242.0,492423.3333333333,520462.3333333333,537432.6666666666,483716.0,520900.0,540298.0,473395.0,468114.0,512779.0,501971.0,478217.0,491583.0,538423.0,533577.0,527708.0
08533,Plumsted Township,Ocean County,2021,374690.6666666667,403980.0,438617.6666666667,454753.6666666667,391911.0,439740.0,457027.0,374272.0,368529.0,430016.0,417103.0,381271.0,402926.0,455600.0,451634.0,446097.0
08243,Sea Isle City,Cape May County,2021,923002.3333333334,979303.0,1074467.6666666667,1148054.6666666667,946937.0,1073234.0,1167306.0,921956.0,912964.0,1047616.0,1011772.0,934087.0,979200.0,1148581.0,1128277.0,1102553.0
08230,Cape May Court House,Cape May County,2021,313397.3333333333,328623.0,352533.6666666667,368136.3333333333,321632.0,352221.0,370934.0,313526.0,308080.0,345473.0,336020.0,318586.0,328217.0,368693.0,364782.0,359907.0
07856,Mount Arlington,Morris County,2021,342180.6666666667,354530.3333333333,366716.3333333333,373357.6666666667,350293.0,366834.0,374773.0,342325.0,338252.0,363343.0,358874.0,345965.0,354424.0,373431.0,371869.0,369972.0
07069,Watchung,Somerset County,2021,726362.0,741360.0,777236.0,789461.0,732537.0,779862.0,793537.0,727033.0,723547.0,767327.0,752356.0,728506.0,739187.0,787539.0,787307.0,784519.0
08036,Hainesport Township,Burlington County,2021,336800.6666666667,352248.6666666667,373459.0,383819.0,345904.0,374431.0,386349.0,336269.0,333290.0,366524.0,358631.0,340843.0,352211.0,383627.0,381481.0,379422.0
07738,Middletown Township,Monmouth County,2021,676028.6666666666,703143.3333333334,736306.6666666666,754010.0,692173.0,736846.0,758193.0,676643.0,666942.0,729109.0,715383.0,684501.0,701874.0,754874.0,748963.0,742965.0
07401,Allendale,Bergen County,2021,718092.6666666666,737580.6666666666,761810.6666666666,778942.0,729997.0,763220.0,784040.0,718462.0,710922.0,754383.0,746393.0,724894.0,736352.0,778953.0,773833.0,767829.0
08518,Florence Township,Burlington County,2021,236294.0,246000.66666666666,258391.33333333334,266559.0,242294.0,258611.0,268196.0,236152.0,233635.0,253875.0,249753.0,239095.0,245955.0,266699.0,264782.0,262688.0
08007,Barrington,Camden County,2021,215714.0,224840.66666666666,237656.66666666666,249063.66666666666,221230.0,237520.0,251833.0,215832.0,213195.0,233267.0,228499.0,218115.0,224793.0,249529.0,245829.0,242183.0
08344,Franklin Township,Gloucester County,2021,202428.0,211354.66666666666,221615.0,229573.33333333334,207705.0,221632.0,232365.0,202540.0,199255.0,219011.0,215025.0,205489.0,211334.0,229635.0,226720.0,224202.0
07757,Oceanport,Monmouth County,2021,626648.3333333334,655350.6666666666,695538.0,715980.3333333334,642959.0,696976.0,720433.0,627010.0,618736.0,685875.0,670284.0,634199.0,652809.0,717306.0,710202.0,703763.0
07739,Little Silver,Monmouth County,2021,725187.6666666666,758921.3333333334,795027.6666666666,821305.0,747022.0,795265.0,829318.0,725452.0,714037.0,786036.0,771708.0,736074.0,758034.0,822281.0,812316.0,803782.0
07416,Franklin,Sussex County,2021,234261.66666666666,247308.33333333334,259498.33333333334,266080.6666666667,242717.0,260182.0,267915.0,234058.0,230572.0,255662.0,251952.0,238155.0,247256.0,265617.0,264710.0,262651.0
08059,Mount Ephraim,Camden County,2021,189218.66666666666,197080.66666666666,209376.33333333334,220100.0,193952.0,209133.0,223072.0,189431.0,186678.0,205347.0,200388.0,191547.0,196902.0,220450.0,216778.0,213649.0
08809,Union Township,Hunterdon County,2021,366423.6666666667,381160.3333333333,399018.3333333333,409044.3333333333,376152.0,400030.0,411866.0,366767.0,360790.0,393580.0,387167.0,371714.0,380162.0,408674.0,406593.0,403445.0
07718,Middletown Township,Monmouth County,2021,420659.6666666667,436601.0,459414.3333333333,469919.3333333333,428976.0,459689.0,471564.0,421471.0,415836.0,454506.0,445377.0,424672.0,435450.0,470657.0,467537.0,464048.0
08091,West Berlin,Camden County,2021,229369.0,239102.0,251457.0,261472.33333333334,235504.0,251156.0,263717.0,229529.0,226887.0,247428.0,242860.0,231691.0,238942.0,262030.0,258670.0,255787.0
08735,Lavallette,Ocean County,2021,716415.6666666666,772635.6666666666,850538.3333333334,900653.0,749190.0,853505.0,910281.0,715133.0,704768.0,826928.0,798355.0,729346.0,770362.0,901982.0,889696.0,871182.0
07662,Rochelle Park,Bergen County,2021,448877.6666666667,456858.3333333333,473967.3333333333,487275.0,453842.0,475862.0,491137.0,449343.0,444908.0,466769.0,461380.0,452382.0,455353.0,487051.0,483637.0,479271.0
07072,Carlstadt,Bergen County,2021,486624.0,497968.3333333333,515828.0,527194.6666666666,494132.0,516909.0,530039.0,486740.0,481865.0,509199.0,502662.0,491267.0,497111.0,527331.0,524214.0,521376.0
