zipcode,State,CITY,CountyName,SizeRank,eom_date,month,year,avghomeprice_month,price_drop
08901,NJ,New Brunswick,Middlesex County,2082,2006-11-30,11,2006,310535, 
08807,NJ,Bridgewater Township,Somerset County,2481,2006-11-30,11,2006,518887, 
07920,NJ,Bridgewater Township,Somerset County,4533,2006-11-30,11,2006,687068, 
08836,NJ,Bridgewater Township,Somerset County,15436,2006-11-30,11,2006,676185, 
08901,NJ,New Brunswick,Middlesex County,2082,2006-12-31,12,2006,308373, 
08807,NJ,Bridgewater Township,Somerset County,2481,2006-12-31,12,2006,515384, 
07920,NJ,Bridgewater Township,Somerset County,4533,2006-12-31,12,2006,682996, 
08836,NJ,Bridgewater Township,Somerset County,15436,2006-12-31,12,2006,671726, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-01-31,1,2007,309112, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-01-31,1,2007,512172, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-01-31,1,2007,679567, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-01-31,1,2007,668438, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-02-28,2,2007,309142, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-02-28,2,2007,507643, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-02-28,2,2007,674451, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-02-28,2,2007,661652, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-03-31,3,2007,310473, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-03-31,3,2007,505563, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-03-31,3,2007,672735, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-03-31,3,2007,659934, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-04-30,4,2007,310637, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-04-30,4,2007,504277, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-04-30,4,2007,671974, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-04-30,4,2007,657871, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-05-31,5,2007,310872, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-05-31,5,2007,504573, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-05-31,5,2007,672890, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-05-31,5,2007,659594, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-06-30,6,2007,309330, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-06-30,6,2007,503093, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-06-30,6,2007,671089, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-06-30,6,2007,658691, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-07-31,7,2007,307065, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-07-31,7,2007,501377, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-07-31,7,2007,669229, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-07-31,7,2007,657052, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-08-31,8,2007,305339, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-08-31,8,2007,497804, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-08-31,8,2007,664735, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-08-31,8,2007,651829, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-09-30,9,2007,304569, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-09-30,9,2007,495642, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-09-30,9,2007,662148, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-09-30,9,2007,647540, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-10-31,10,2007,304620, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-10-31,10,2007,493679, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-10-31,10,2007,659620, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-10-31,10,2007,643572, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-11-30,11,2007,304103, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-11-30,11,2007,491909, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-11-30,11,2007,657986, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-11-30,11,2007,641695, 
08901,NJ,New Brunswick,Middlesex County,2082,2007-12-31,12,2007,303791, 
08807,NJ,Bridgewater Township,Somerset County,2481,2007-12-31,12,2007,490186, 
07920,NJ,Bridgewater Township,Somerset County,4533,2007-12-31,12,2007,657034, 
08836,NJ,Bridgewater Township,Somerset County,15436,2007-12-31,12,2007,638633, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-01-31,1,2008,302894, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-01-31,1,2008,488352, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-01-31,1,2008,655266, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-01-31,1,2008,635872, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-02-29,2,2008,301343, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-02-29,2,2008,486981, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-02-29,2,2008,654089, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-02-29,2,2008,633131, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-03-31,3,2008,298787, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-03-31,3,2008,485913, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-03-31,3,2008,652381, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-03-31,3,2008,631680, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-04-30,4,2008,295635, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-04-30,4,2008,482395, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-04-30,4,2008,646740, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-04-30,4,2008,625074, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-05-31,5,2008,291360, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-05-31,5,2008,478891, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-05-31,5,2008,640052, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-05-31,5,2008,615918, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-06-30,6,2008,287211, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-06-30,6,2008,475267, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-06-30,6,2008,634406, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-06-30,6,2008,606819, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-07-31,7,2008,283192, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-07-31,7,2008,473144, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-07-31,7,2008,632386, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-07-31,7,2008,602197, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-08-31,8,2008,281045, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-08-31,8,2008,471277, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-08-31,8,2008,632237, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-08-31,8,2008,599931, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-09-30,9,2008,279813, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-09-30,9,2008,467390, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-09-30,9,2008,630450, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-09-30,9,2008,595465, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-10-31,10,2008,278710, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-10-31,10,2008,464025, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-10-31,10,2008,628294, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-10-31,10,2008,591500, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-11-30,11,2008,275796, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-11-30,11,2008,459479, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-11-30,11,2008,622794, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-11-30,11,2008,586284, 
08901,NJ,New Brunswick,Middlesex County,2082,2008-12-31,12,2008,272949, 
08807,NJ,Bridgewater Township,Somerset County,2481,2008-12-31,12,2008,456618, 
07920,NJ,Bridgewater Township,Somerset County,4533,2008-12-31,12,2008,618056, 
08836,NJ,Bridgewater Township,Somerset County,15436,2008-12-31,12,2008,581745, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-01-31,1,2009,271448, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-01-31,1,2009,456264, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-01-31,1,2009,617663, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-01-31,1,2009,580843, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-02-28,2,2009,271512, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-02-28,2,2009,458489, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-02-28,2,2009,621400, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-02-28,2,2009,581749, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-03-31,3,2009,271128, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-03-31,3,2009,457982, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-03-31,3,2009,621407, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-03-31,3,2009,581344, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-04-30,4,2009,268605, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-04-30,4,2009,456876, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-04-30,4,2009,620269, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-04-30,4,2009,581216, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-05-31,5,2009,265372, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-05-31,5,2009,453011, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-05-31,5,2009,614288, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-05-31,5,2009,578621, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-06-30,6,2009,262322, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-06-30,6,2009,450711, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-06-30,6,2009,610669, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-06-30,6,2009,577966, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-07-31,7,2009,261147, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-07-31,7,2009,447530, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-07-31,7,2009,605650, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-07-31,7,2009,574716, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-08-31,8,2009,259968, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-08-31,8,2009,445084, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-08-31,8,2009,602748, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-08-31,8,2009,572038, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-09-30,9,2009,258362, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-09-30,9,2009,443927, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-09-30,9,2009,600296, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-09-30,9,2009,570140, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-10-31,10,2009,256309, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-10-31,10,2009,442744, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-10-31,10,2009,597578, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-10-31,10,2009,569207, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-11-30,11,2009,254333, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-11-30,11,2009,443631, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-11-30,11,2009,597697, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-11-30,11,2009,571164, 
08901,NJ,New Brunswick,Middlesex County,2082,2009-12-31,12,2009,251332, 
08807,NJ,Bridgewater Township,Somerset County,2481,2009-12-31,12,2009,444852, 
07920,NJ,Bridgewater Township,Somerset County,4533,2009-12-31,12,2009,598406, 
08836,NJ,Bridgewater Township,Somerset County,15436,2009-12-31,12,2009,573227, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-01-31,1,2010,248269, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-01-31,1,2010,446179, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-01-31,1,2010,599670, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-01-31,1,2010,575192, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-02-28,2,2010,246442, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-02-28,2,2010,444796, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-02-28,2,2010,596865, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-02-28,2,2010,573275, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-03-31,3,2010,245462, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-03-31,3,2010,445345, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-03-31,3,2010,597465, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-03-31,3,2010,573106, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-04-30,4,2010,244894, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-04-30,4,2010,445159, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-04-30,4,2010,596531, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-04-30,4,2010,570395, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-05-31,5,2010,243790, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-05-31,5,2010,448471, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-05-31,5,2010,600740, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-05-31,5,2010,573003, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-06-30,6,2010,243543, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-06-30,6,2010,450013, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-06-30,6,2010,602367, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-06-30,6,2010,573673, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-07-31,7,2010,242697, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-07-31,7,2010,451365, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-07-31,7,2010,603705, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-07-31,7,2010,575791, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-08-31,8,2010,240557, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-08-31,8,2010,449451, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-08-31,8,2010,601012, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-08-31,8,2010,573269, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-09-30,9,2010,238036, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-09-30,9,2010,446090, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-09-30,9,2010,597277, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-09-30,9,2010,568861, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-10-31,10,2010,235384, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-10-31,10,2010,442075, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-10-31,10,2010,593390, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-10-31,10,2010,563324, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-11-30,11,2010,233399, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-11-30,11,2010,439008, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-11-30,11,2010,590515, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-11-30,11,2010,559476, 
08901,NJ,New Brunswick,Middlesex County,2082,2010-12-31,12,2010,232024, 
08807,NJ,Bridgewater Township,Somerset County,2481,2010-12-31,12,2010,436153, 
07920,NJ,Bridgewater Township,Somerset County,4533,2010-12-31,12,2010,587864, 
08836,NJ,Bridgewater Township,Somerset County,15436,2010-12-31,12,2010,557544, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-01-31,1,2011,231948, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-01-31,1,2011,435244, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-01-31,1,2011,587760, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-01-31,1,2011,556574, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-02-28,2,2011,231815, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-02-28,2,2011,436082, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-02-28,2,2011,590419, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-02-28,2,2011,556366, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-03-31,3,2011,231216, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-03-31,3,2011,435679, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-03-31,3,2011,591342, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-03-31,3,2011,553769, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-04-30,4,2011,228634, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-04-30,4,2011,433883, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-04-30,4,2011,590573, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-04-30,4,2011,551686, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-05-31,5,2011,226534, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-05-31,5,2011,429197, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-05-31,5,2011,584461, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-05-31,5,2011,547334, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-06-30,6,2011,223740, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-06-30,6,2011,425737, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-06-30,6,2011,580409, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-06-30,6,2011,544383, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-07-31,7,2011,221946, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-07-31,7,2011,423298, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-07-31,7,2011,577696, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-07-31,7,2011,542779, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-08-31,8,2011,220717, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-08-31,8,2011,422751, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-08-31,8,2011,579265, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-08-31,8,2011,542538, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-09-30,9,2011,220035, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-09-30,9,2011,422058, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-09-30,9,2011,579751, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-09-30,9,2011,542448, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-10-31,10,2011,218720, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-10-31,10,2011,421025, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-10-31,10,2011,579139, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-10-31,10,2011,540698, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-11-30,11,2011,217368, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-11-30,11,2011,419242, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-11-30,11,2011,577045, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-11-30,11,2011,538312, 
08901,NJ,New Brunswick,Middlesex County,2082,2011-12-31,12,2011,216664, 
08807,NJ,Bridgewater Township,Somerset County,2481,2011-12-31,12,2011,418700, 
07920,NJ,Bridgewater Township,Somerset County,4533,2011-12-31,12,2011,576627, 
08836,NJ,Bridgewater Township,Somerset County,15436,2011-12-31,12,2011,537287, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-01-31,1,2012,214994, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-01-31,1,2012,417961, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-01-31,1,2012,576709, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-01-31,1,2012,537128, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-02-29,2,2012,212377, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-02-29,2,2012,414990, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-02-29,2,2012,573060, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-02-29,2,2012,534948, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-03-31,3,2012,209422, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-03-31,3,2012,413453, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-03-31,3,2012,571834, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-03-31,3,2012,534818, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-04-30,4,2012,207970, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-04-30,4,2012,413019, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-04-30,4,2012,572333, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-04-30,4,2012,536505, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-05-31,5,2012,207816, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-05-31,5,2012,414982, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-05-31,5,2012,575180, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-05-31,5,2012,540789, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-06-30,6,2012,207951, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-06-30,6,2012,414634, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-06-30,6,2012,574712, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-06-30,6,2012,541039, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-07-31,7,2012,208342, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-07-31,7,2012,412633, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-07-31,7,2012,572118, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-07-31,7,2012,538381, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-08-31,8,2012,207520, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-08-31,8,2012,410712, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-08-31,8,2012,571179, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-08-31,8,2012,535563, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-09-30,9,2012,207677, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-09-30,9,2012,409650, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-09-30,9,2012,570977, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-09-30,9,2012,534547, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-10-31,10,2012,207485, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-10-31,10,2012,409812, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-10-31,10,2012,572338, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-10-31,10,2012,535011, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-11-30,11,2012,207019, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-11-30,11,2012,409382, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-11-30,11,2012,572716, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-11-30,11,2012,535943, 
08901,NJ,New Brunswick,Middlesex County,2082,2012-12-31,12,2012,206154, 
08807,NJ,Bridgewater Township,Somerset County,2481,2012-12-31,12,2012,410179, 
07920,NJ,Bridgewater Township,Somerset County,4533,2012-12-31,12,2012,575027, 
08836,NJ,Bridgewater Township,Somerset County,15436,2012-12-31,12,2012,537860, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-01-31,1,2013,205430, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-01-31,1,2013,412040, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-01-31,1,2013,579992, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-01-31,1,2013,540784, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-02-28,2,2013,206220, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-02-28,2,2013,414646, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-02-28,2,2013,586409, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-02-28,2,2013,543643, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-03-31,3,2013,206598, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-03-31,3,2013,415775, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-03-31,3,2013,590211, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-03-31,3,2013,544310, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-04-30,4,2013,207545, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-04-30,4,2013,415478, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-04-30,4,2013,589504, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-04-30,4,2013,542223, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-05-31,5,2013,207512, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-05-31,5,2013,414398, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-05-31,5,2013,588032, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-05-31,5,2013,538552, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-06-30,6,2013,207270, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-06-30,6,2013,415189, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-06-30,6,2013,589582, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-06-30,6,2013,538415, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-07-31,7,2013,207778, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-07-31,7,2013,417176, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-07-31,7,2013,593130, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-07-31,7,2013,540542, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-08-31,8,2013,209754, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-08-31,8,2013,420645, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-08-31,8,2013,597693, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-08-31,8,2013,545254, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-09-30,9,2013,212544, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-09-30,9,2013,422844, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-09-30,9,2013,602022, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-09-30,9,2013,547181, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-10-31,10,2013,214845, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-10-31,10,2013,424887, 
