zipcode,State,CITY,CountyName,SizeRank,eom_date,month,year,avghomeprice_month,price_drop
07920,NJ,Bridgewater Township,Somerset County,4533,2013-10-31,10,2013,606156, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-10-31,10,2013,548660, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-11-30,11,2013,216457, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-11-30,11,2013,427295, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-11-30,11,2013,612192, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-11-30,11,2013,550624, 
08901,NJ,New Brunswick,Middlesex County,2082,2013-12-31,12,2013,217353, 
08807,NJ,Bridgewater Township,Somerset County,2481,2013-12-31,12,2013,427655, 
07920,NJ,Bridgewater Township,Somerset County,4533,2013-12-31,12,2013,614162, 
08836,NJ,Bridgewater Township,Somerset County,15436,2013-12-31,12,2013,550653, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-01-31,1,2014,219179, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-01-31,1,2014,429164, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-01-31,1,2014,617333, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-01-31,1,2014,552959, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-02-28,2,2014,219628, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-02-28,2,2014,429729, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-02-28,2,2014,617689, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-02-28,2,2014,554257, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-03-31,3,2014,219866, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-03-31,3,2014,434652, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-03-31,3,2014,622928, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-03-31,3,2014,559605, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-04-30,4,2014,219923, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-04-30,4,2014,439014, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-04-30,4,2014,628075, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-04-30,4,2014,565019, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-05-31,5,2014,221319, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-05-31,5,2014,444031, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-05-31,5,2014,633426, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-05-31,5,2014,571893, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-06-30,6,2014,222773, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-06-30,6,2014,446200, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-06-30,6,2014,635549, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-06-30,6,2014,575847, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-07-31,7,2014,222560, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-07-31,7,2014,447669, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-07-31,7,2014,636273, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-07-31,7,2014,577276, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-08-31,8,2014,221583, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-08-31,8,2014,447586, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-08-31,8,2014,636954, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-08-31,8,2014,577281, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-09-30,9,2014,220068, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-09-30,9,2014,447081, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-09-30,9,2014,637831, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-09-30,9,2014,578132, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-10-31,10,2014,218227, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-10-31,10,2014,445122, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-10-31,10,2014,637872, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-10-31,10,2014,577143, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-11-30,11,2014,216258, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-11-30,11,2014,443609, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-11-30,11,2014,636549, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-11-30,11,2014,574362, 
08901,NJ,New Brunswick,Middlesex County,2082,2014-12-31,12,2014,215178, 
08807,NJ,Bridgewater Township,Somerset County,2481,2014-12-31,12,2014,443029, 
07920,NJ,Bridgewater Township,Somerset County,4533,2014-12-31,12,2014,636181, 
08836,NJ,Bridgewater Township,Somerset County,15436,2014-12-31,12,2014,571506, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-01-31,1,2015,215992, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-01-31,1,2015,441982, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-01-31,1,2015,633526, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-01-31,1,2015,569298, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-02-28,2,2015,218699, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-02-28,2,2015,441920, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-02-28,2,2015,632835, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-02-28,2,2015,569033, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-03-31,3,2015,221402, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-03-31,3,2015,440543, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-03-31,3,2015,630444, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-03-31,3,2015,567419, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-04-30,4,2015,223138, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-04-30,4,2015,439514, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-04-30,4,2015,628935, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-04-30,4,2015,565223, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-05-31,5,2015,225348, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-05-31,5,2015,439412, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-05-31,5,2015,629174, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-05-31,5,2015,564908, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-06-30,6,2015,227242, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-06-30,6,2015,441498, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-06-30,6,2015,630538, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-06-30,6,2015,565580, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-07-31,7,2015,228822, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-07-31,7,2015,444366, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-07-31,7,2015,633004, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-07-31,7,2015,567693, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-08-31,8,2015,228049, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-08-31,8,2015,444939, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-08-31,8,2015,631523, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-08-31,8,2015,567577, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-09-30,9,2015,227447, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-09-30,9,2015,443520, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-09-30,9,2015,628568, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-09-30,9,2015,566748, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-10-31,10,2015,227738, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-10-31,10,2015,441947, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-10-31,10,2015,625440, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-10-31,10,2015,565118, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-11-30,11,2015,229770, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-11-30,11,2015,441281, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-11-30,11,2015,623841, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-11-30,11,2015,563510, 
08901,NJ,New Brunswick,Middlesex County,2082,2015-12-31,12,2015,231319, 
08807,NJ,Bridgewater Township,Somerset County,2481,2015-12-31,12,2015,440732, 
07920,NJ,Bridgewater Township,Somerset County,4533,2015-12-31,12,2015,622831, 
08836,NJ,Bridgewater Township,Somerset County,15436,2015-12-31,12,2015,562091, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-01-31,1,2016,231226, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-01-31,1,2016,443546, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-01-31,1,2016,625489, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-01-31,1,2016,566042, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-02-29,2,2016,231016, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-02-29,2,2016,447382, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-02-29,2,2016,629091, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-02-29,2,2016,570423, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-03-31,3,2016,230344, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-03-31,3,2016,452527, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-03-31,3,2016,634514, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-03-31,3,2016,575403, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-04-30,4,2016,231232, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-04-30,4,2016,454508, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-04-30,4,2016,635542, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-04-30,4,2016,577006, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-05-31,5,2016,232186, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-05-31,5,2016,454186, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-05-31,5,2016,635078, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-05-31,5,2016,576566, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-06-30,6,2016,233358, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-06-30,6,2016,452137, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-06-30,6,2016,630373, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-06-30,6,2016,574885, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-07-31,7,2016,234092, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-07-31,7,2016,449607, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-07-31,7,2016,625932, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-07-31,7,2016,570040, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-08-31,8,2016,234019, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-08-31,8,2016,448679, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-08-31,8,2016,622260, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-08-31,8,2016,566350, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-09-30,9,2016,234468, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-09-30,9,2016,448878, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-09-30,9,2016,621376, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-09-30,9,2016,565779, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-10-31,10,2016,234932, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-10-31,10,2016,450435, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-10-31,10,2016,622538, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-10-31,10,2016,569027, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-11-30,11,2016,234861, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-11-30,11,2016,452078, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-11-30,11,2016,624037, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-11-30,11,2016,572984, 
08901,NJ,New Brunswick,Middlesex County,2082,2016-12-31,12,2016,235351, 
08807,NJ,Bridgewater Township,Somerset County,2481,2016-12-31,12,2016,452463, 
07920,NJ,Bridgewater Township,Somerset County,4533,2016-12-31,12,2016,624557, 
08836,NJ,Bridgewater Township,Somerset County,15436,2016-12-31,12,2016,574701, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-01-31,1,2017,235929, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-01-31,1,2017,452224, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-01-31,1,2017,624287, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-01-31,1,2017,574206, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-02-28,2,2017,236961, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-02-28,2,2017,450244, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-02-28,2,2017,622475, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-02-28,2,2017,572945, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-03-31,3,2017,238286, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-03-31,3,2017,450908, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-03-31,3,2017,623659, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-03-31,3,2017,573712, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-04-30,4,2017,239420, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-04-30,4,2017,454001, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-04-30,4,2017,626687, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-04-30,4,2017,576521, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-05-31,5,2017,241043, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-05-31,5,2017,458977, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-05-31,5,2017,631521, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-05-31,5,2017,579493, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-06-30,6,2017,243859, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-06-30,6,2017,460571, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-06-30,6,2017,631316, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-06-30,6,2017,579577, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-07-31,7,2017,247580, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-07-31,7,2017,460182, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-07-31,7,2017,629855, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-07-31,7,2017,579266, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-08-31,8,2017,250736, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-08-31,8,2017,459108, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-08-31,8,2017,627126, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-08-31,8,2017,577539, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-09-30,9,2017,251364, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-09-30,9,2017,459738, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-09-30,9,2017,626945, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-09-30,9,2017,577461, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-10-31,10,2017,251649, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-10-31,10,2017,460082, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-10-31,10,2017,626749, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-10-31,10,2017,576309, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-11-30,11,2017,252783, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-11-30,11,2017,460415, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-11-30,11,2017,625692, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-11-30,11,2017,575962, 
08901,NJ,New Brunswick,Middlesex County,2082,2017-12-31,12,2017,253629, 
08807,NJ,Bridgewater Township,Somerset County,2481,2017-12-31,12,2017,461518, 
07920,NJ,Bridgewater Township,Somerset County,4533,2017-12-31,12,2017,625887, 
08836,NJ,Bridgewater Township,Somerset County,15436,2017-12-31,12,2017,576384, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-01-31,1,2018,254190, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-01-31,1,2018,462441, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-01-31,1,2018,624529, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-01-31,1,2018,576183, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-02-28,2,2018,253923, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-02-28,2,2018,464888, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-02-28,2,2018,626497, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-02-28,2,2018,578330, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-03-31,3,2018,255552, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-03-31,3,2018,466878, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-03-31,3,2018,628443, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-03-31,3,2018,580240, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-04-30,4,2018,257690, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-04-30,4,2018,469155, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-04-30,4,2018,631697, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-04-30,4,2018,583255, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-05-31,5,2018,259561, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-05-31,5,2018,470518, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-05-31,5,2018,634034, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-05-31,5,2018,584164, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-06-30,6,2018,260554, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-06-30,6,2018,471530, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-06-30,6,2018,635203, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-06-30,6,2018,583782, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-07-31,7,2018,259955, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-07-31,7,2018,470709, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-07-31,7,2018,633652, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-07-31,7,2018,579846, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-08-31,8,2018,260113, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-08-31,8,2018,469901, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-08-31,8,2018,631191, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-08-31,8,2018,576932, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-09-30,9,2018,261123, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-09-30,9,2018,469036, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-09-30,9,2018,628999, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-09-30,9,2018,573532, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-10-31,10,2018,262731, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-10-31,10,2018,470508, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-10-31,10,2018,629361, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-10-31,10,2018,573153, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-11-30,11,2018,264381, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-11-30,11,2018,472046, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-11-30,11,2018,630281, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-11-30,11,2018,572331, 
08901,NJ,New Brunswick,Middlesex County,2082,2018-12-31,12,2018,264667, 
08807,NJ,Bridgewater Township,Somerset County,2481,2018-12-31,12,2018,475214, 
07920,NJ,Bridgewater Township,Somerset County,4533,2018-12-31,12,2018,633211, 
08836,NJ,Bridgewater Township,Somerset County,15436,2018-12-31,12,2018,574466, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-01-31,1,2019,266662, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-01-31,1,2019,477533, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-01-31,1,2019,635963, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-01-31,1,2019,577359, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-02-28,2,2019,268134, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-02-28,2,2019,478426, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-02-28,2,2019,636923, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-02-28,2,2019,578902, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-03-31,3,2019,270652, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-03-31,3,2019,476329, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-03-31,3,2019,633055, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-03-31,3,2019,577305, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-04-30,4,2019,272479, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-04-30,4,2019,474582, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-04-30,4,2019,629257, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-04-30,4,2019,574662, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-05-31,5,2019,275047, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-05-31,5,2019,473067, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-05-31,5,2019,625822, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-05-31,5,2019,573428, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-06-30,6,2019,276350, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-06-30,6,2019,472951, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-06-30,6,2019,625097, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-06-30,6,2019,575543, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-07-31,7,2019,277392, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-07-31,7,2019,472757, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-07-31,7,2019,623702, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-07-31,7,2019,577880, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-08-31,8,2019,277688, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-08-31,8,2019,472730, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-08-31,8,2019,622275, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-08-31,8,2019,578934, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-09-30,9,2019,277628, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-09-30,9,2019,473184, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-09-30,9,2019,621039, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-09-30,9,2019,579619, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-10-31,10,2019,277447, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-10-31,10,2019,472854, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-10-31,10,2019,619486, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-10-31,10,2019,579083, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-11-30,11,2019,278459, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-11-30,11,2019,471902, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-11-30,11,2019,617607, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-11-30,11,2019,578463, 
08901,NJ,New Brunswick,Middlesex County,2082,2019-12-31,12,2019,282405, 
08807,NJ,Bridgewater Township,Somerset County,2481,2019-12-31,12,2019,470498, 
07920,NJ,Bridgewater Township,Somerset County,4533,2019-12-31,12,2019,615424, 
08836,NJ,Bridgewater Township,Somerset County,15436,2019-12-31,12,2019,576212, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-01-31,1,2020,285731, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-01-31,1,2020,471040, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-01-31,1,2020,615655, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-01-31,1,2020,576646, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-02-29,2,2020,287630, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-02-29,2,2020,473700, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-02-29,2,2020,618620, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-02-29,2,2020,578955, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-03-31,3,2020,287675, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-03-31,3,2020,475440, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-03-31,3,2020,620728, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-03-31,3,2020,581467, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-04-30,4,2020,288403, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-04-30,4,2020,476526, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-04-30,4,2020,622288, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-04-30,4,2020,583118, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-05-31,5,2020,287621, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-05-31,5,2020,474683, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-05-31,5,2020,620330, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-05-31,5,2020,581267, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-06-30,6,2020,287116, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-06-30,6,2020,472017, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-06-30,6,2020,617973, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-06-30,6,2020,577125, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-07-31,7,2020,286919, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-07-31,7,2020,469169, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-07-31,7,2020,614394, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-07-31,7,2020,573630, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-08-31,8,2020,290307, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-08-31,8,2020,470568, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-08-31,8,2020,615092, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-08-31,8,2020,576304, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-09-30,9,2020,295746, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-09-30,9,2020,476519, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-09-30,9,2020,619808, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-09-30,9,2020,582964, 
