STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,8/26/2011,0.38
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,8/27/2011,0.03
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,8/28/2011,8.12
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,8/29/2011,0.19
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,8/30/2011,0.01
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,8/31/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/1/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/2/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/3/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/4/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/5/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/6/2011,0.53
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/7/2011,2.79
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/8/2011,1.68
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/9/2011,0.02
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/10/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/12/2011,0.04
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/13/2011,0.01
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/14/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/15/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/16/2011,0.16
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/17/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/18/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/19/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/20/2011,0
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/21/2011,0.04
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/22/2011,0.13
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/23/2011,0.01
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/24/2011,1.12
US1NJMD0028,"NEW BRUNSWICK 0.3 NE, NJ US",40.4896492,-74.4408766,12.5,9/26/2011,0.02
