SizeRank,zipcode,State,CITY,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022
67,07030,NJ,Hoboken,Hudson County,251364.0,252710.0,254468.0,258153.0,262128.0,265525.0,268524.0,271592.0,275066.0,278521.0,281228.0,283968.0,286855.0,290881.0,294557.0,297871.0,300416.0,303575.0,307053.0,311354.0,315531.0,320601.0,325161.0,328966.0,331942.0,334521.0,337420.0,339914.0,342285.0,345255.0,348167.0,350835.0,352992.0,354997.0,357007.0,358777.0,360915.0,363621.0,366525.0,369050.0,370977.0,372645.0,373693.0,374852.0,375701.0,377216.0,379034.0,381191.0,383178.0,385237.0,387554.0,390763.0,394596.0,399890.0,406989.0,,,437031.0,440268.0,446508.0,454410.0,462988.0,470117.0,477764.0,485261.0,494267.0,503375.0,513387.0,524008.0,533787.0,542635.0,548661.0,554925.0,561027.0,567448.0,575281.0,581709.0,587488.0,589093.0,588231.0,586949.0,584051.0,583290.0,582620.0,582218.0,581082.0,579516.0,578566.0,578180.0,578456.0,579779.0,580344.0,580427.0,580964.0,580870.0,580076.0,576697.0,576677.0,570537.0,565922.0,558386.0,558506.0,556619.0,551223.0,544695.0,541082.0,537481.0,533046.0,526186.0,523953.0,521298.0,512983.0,503507.0,493141.0,491892.0,490136.0,492700.0,493119.0,494736.0,491547.0,492100.0,487227.0,483180.0,484329.0,492017.0,500474.0,499483.0,494144.0,489198.0,482926.0,478671.0,475919.0,479621.0,483395.0,484501.0,481236.0,474639.0,469757.0,466101.0,466562.0,466807.0,466953.0,469604.0,471073.0,472368.0,472189.0,476257.0,478275.0,479137.0,476664.0,475294.0,477016.0,480678.0,486225.0,491033.0,493615.0,500665.0,503023.0,512936.0,518379.0,525519.0,530788.0,536880.0,546319.0,550400.0,553964.0,556419.0,559823.0,564724.0,571487.0,582506.0,593712.0,601631.0,602674.0,600317.0,598961.0,600034.0,603874.0,606746.0,611804.0,614288.0,615969.0,617653.0,622450.0,631574.0,638579.0,644783.0,649332.0,654195.0,658913.0,662407.0,668013.0,670633.0,674198.0,675007.0,676572.0,679633.0,684281.0,687786.0,690192.0,691051.0,695697.0,698480.0,703991.0,707217.0,714068.0,718085.0,721391.0,724083.0,724759.0,729100.0,730551.0,733711.0,734721.0,738598.0,745178.0,750064.0,756251.0,762182.0,766396.0,765562.0,756565.0,747725.0,740870.0,740720.0,742060.0,739617.0,733980.0,728558.0,725688.0,724461.0,722731.0,721915.0,721648.0,721904.0,719882.0,719635.0,716412.0,716064.0,713629.0,713971.0,712860.0,707849.0,705374.0,703611.0,704900.0,706022.0,709634.0,716590.0,722354.0,724144.0,727887.0,728266.0,729251.0,725043.0,723597.0,724979.0,734759.0,741729.0,749486.0,747117.0,746338.0,744986.0,745995.0,746177.0,747799.0,754807.0,765987.0,775344.0
83,08701,NJ,Lakewood Township,Ocean County,170574.0,171480.0,171991.0,173369.0,174688.0,176239.0,177574.0,179045.0,180987.0,183209.0,185436.0,187206.0,188789.0,190687.0,192837.0,194847.0,196325.0,197791.0,199735.0,202028.0,204773.0,207140.0,209008.0,210248.0,211809.0,213902.0,216274.0,218897.0,221400.0,224485.0,227963.0,232151.0,237456.0,243393.0,249245.0,253365.0,256806.0,260368.0,264968.0,269212.0,273467.0,277427.0,282554.0,287298.0,291151.0,294343.0,297645.0,301304.0,305024.0,308061.0,311757.0,316230.0,321710.0,326928.0,329926.0,332485.0,335438.0,340261.0,345341.0,349399.0,352818.0,355196.0,359155.0,363937.0,369479.0,374108.0,377306.0,380811.0,383548.0,387285.0,390440.0,394149.0,397248.0,399901.0,402239.0,404564.0,407099.0,409297.0,410389.0,410670.0,409853.0,408362.0,405828.0,402676.0,399236.0,397122.0,395203.0,393975.0,392822.0,390752.0,388713.0,386163.0,383899.0,381056.0,376620.0,373076.0,371902.0,371621.0,369871.0,363628.0,357487.0,353100.0,351040.0,348494.0,345270.0,341553.0,337982.0,335488.0,332173.0,328587.0,323832.0,321128.0,318406.0,316269.0,313727.0,312219.0,310970.0,310801.0,310683.0,310947.0,310040.0,309782.0,309519.0,309799.0,305554.0,300479.0,294779.0,293214.0,291537.0,289707.0,287990.0,287110.0,286650.0,285542.0,284391.0,281960.0,279233.0,275917.0,272553.0,270137.0,268195.0,267670.0,266161.0,264431.0,263326.0,263771.0,264168.0,263185.0,262749.0,262024.0,261907.0,260239.0,259523.0,258790.0,259257.0,259991.0,260720.0,260677.0,260074.0,260543.0,263180.0,266866.0,270959.0,274696.0,278428.0,281036.0,283262.0,285387.0,288462.0,289805.0,292934.0,295383.0,298795.0,300057.0,301462.0,301187.0,300801.0,299760.0,298718.0,298116.0,298595.0,301361.0,303257.0,305095.0,306731.0,309294.0,311590.0,313463.0,314378.0,315310.0,317249.0,318704.0,320023.0,319991.0,321410.0,323675.0,325895.0,328259.0,329967.0,331873.0,333348.0,333261.0,333555.0,333225.0,335192.0,336577.0,338030.0,337121.0,337517.0,339763.0,342631.0,345313.0,346516.0,348340.0,350148.0,350776.0,350855.0,350528.0,350604.0,352701.0,354988.0,357634.0,359537.0,359363.0,358794.0,357213.0,356042.0,356127.0,355326.0,355512.0,354559.0,354956.0,355186.0,356232.0,356033.0,355673.0,354106.0,353055.0,353159.0,353873.0,355413.0,356517.0,358896.0,361179.0,361423.0,360270.0,360403.0,363047.0,367934.0,372351.0,377323.0,382345.0,387174.0,393127.0,399949.0,409735.0,420658.0,435089.0,447990.0,459463.0,468158.0,477602.0,484454.0,490099.0,496232.0,506064.0,516967.0,527549.0,539501.0
113,07302,NJ,Jersey City,Hudson County,197412.0,198519.0,199529.0,201195.0,202831.0,204268.0,207024.0,209938.0,213086.0,216833.0,220975.0,225669.0,229250.0,234014.0,239008.0,244100.0,248322.0,252093.0,257750.0,264367.0,271995.0,278860.0,283977.0,288222.0,292476.0,296423.0,300201.0,302329.0,304031.0,306323.0,309216.0,313957.0,316547.0,319100.0,320394.0,322323.0,324555.0,327746.0,332044.0,335529.0,337805.0,339655.0,342599.0,345702.0,348496.0,350554.0,351889.0,353248.0,355015.0,357911.0,362919.0,367537.0,373076.0,378177.0,384898.0,395490.0,403749.0,410288.0,413828.0,421630.0,429739.0,437422.0,443908.0,451168.0,458886.0,466931.0,475129.0,483239.0,493405.0,503600.0,512584.0,517419.0,522235.0,528378.0,534896.0,542171.0,547628.0,553629.0,556352.0,557050.0,556564.0,555616.0,556836.0,558081.0,560083.0,560662.0,560590.0,560246.0,561189.0,562425.0,564399.0,564179.0,563187.0,562798.0,562657.0,560958.0,556049.0,553912.0,,536566.0,536512.0,,550602.0,542079.0,536202.0,530635.0,526676.0,526866.0,533563.0,545863.0,550524.0,545389.0,537666.0,527340.0,521298.0,516929.0,518744.0,521704.0,526370.0,528141.0,530748.0,528924.0,525796.0,528097.0,533678.0,539292.0,532912.0,525361.0,518225.0,517959.0,515857.0,515966.0,515789.0,515980.0,515316.0,504034.0,490066.0,479287.0,478063.0,481657.0,482643.0,481110.0,480441.0,481326.0,485746.0,488960.0,494042.0,496546.0,495320.0,491230.0,488725.0,490220.0,494512.0,500499.0,508413.0,511907.0,517180.0,516302.0,522395.0,526815.0,534730.0,543801.0,554703.0,567058.0,572706.0,575519.0,580577.0,584988.0,586449.0,586552.0,592559.0,604074.0,613291.0,616971.0,619192.0,622354.0,628045.0,633365.0,637300.0,640416.0,638497.0,636538.0,636839.0,644516.0,654067.0,663073.0,670759.0,678142.0,683880.0,690094.0,696091.0,703547.0,709154.0,714562.0,718910.0,722048.0,725866.0,730175.0,734835.0,739873.0,745103.0,753091.0,759492.0,765328.0,768180.0,774553.0,779642.0,784184.0,788010.0,791136.0,800276.0,804604.0,809752.0,809552.0,814410.0,819701.0,825396.0,832265.0,841339.0,846071.0,843505.0,833334.0,826206.0,821122.0,821386.0,819719.0,816150.0,808287.0,803722.0,799883.0,798344.0,798125.0,800124.0,802170.0,801074.0,799074.0,797351.0,792817.0,789464.0,785259.0,784973.0,784528.0,781036.0,778710.0,777514.0,777136.0,777254.0,777996.0,784491.0,788189.0,790295.0,792714.0,794881.0,797549.0,797368.0,796351.0,797237.0,805822.0,812394.0,817980.0,813051.0,811324.0,809523.0,810357.0,810901.0,814109.0,823253.0,834215.0,843868.0
202,08753,NJ,Toms River,Ocean County,141372.0,142166.0,142581.0,143599.0,144312.0,145260.0,146325.0,147821.0,149639.0,151224.0,152510.0,153506.0,154571.0,156103.0,157717.0,159375.0,160557.0,161872.0,163620.0,165852.0,168394.0,170617.0,172522.0,173945.0,175917.0,178223.0,180967.0,183535.0,186069.0,188506.0,191242.0,194627.0,198914.0,203771.0,208043.0,211048.0,213239.0,215840.0,219251.0,222311.0,225264.0,228306.0,232855.0,237748.0,241742.0,244579.0,247060.0,249929.0,253112.0,255786.0,259415.0,264361.0,270272.0,275695.0,278881.0,281391.0,283585.0,287250.0,290927.0,294313.0,297264.0,299632.0,303288.0,307208.0,311591.0,315388.0,318513.0,322022.0,324758.0,327874.0,330729.0,334329.0,337519.0,340563.0,343119.0,345812.0,348272.0,350249.0,350920.0,350830.0,349797.0,348640.0,346686.0,344672.0,342528.0,341241.0,339630.0,338569.0,337680.0,336350.0,334731.0,332665.0,331139.0,329400.0,326822.0,324977.0,325585.0,326325.0,325795.0,321597.0,317977.0,314701.0,312919.0,310697.0,308254.0,305353.0,302474.0,300627.0,297818.0,294552.0,290641.0,289370.0,288678.0,288703.0,286934.0,285384.0,283579.0,283109.0,282928.0,283089.0,283107.0,283847.0,284820.0,285425.0,284868.0,283887.0,282878.0,282127.0,280798.0,278821.0,277205.0,276476.0,275058.0,273079.0,270918.0,268824.0,266646.0,264462.0,262541.0,261163.0,259350.0,258100.0,255955.0,253880.0,252073.0,251832.0,251342.0,250161.0,248463.0,246733.0,246202.0,245561.0,245921.0,245460.0,245801.0,245603.0,246009.0,245399.0,244791.0,244707.0,244127.0,244339.0,244390.0,246592.0,248741.0,250516.0,251510.0,252257.0,253645.0,254126.0,256673.0,258335.0,260052.0,259854.0,259601.0,258561.0,256810.0,254670.0,252625.0,251146.0,250129.0,250690.0,250934.0,251004.0,250795.0,250783.0,251012.0,250525.0,249876.0,249928.0,251316.0,252108.0,251915.0,250894.0,251067.0,252512.0,253860.0,255693.0,256821.0,258003.0,258452.0,258345.0,258865.0,258938.0,260723.0,261951.0,263246.0,262616.0,263118.0,262520.0,261950.0,261120.0,261898.0,263388.0,264511.0,264910.0,264935.0,264754.0,264936.0,266467.0,268847.0,271117.0,272952.0,272939.0,272930.0,272404.0,271974.0,272528.0,272391.0,273171.0,273172.0,273766.0,274419.0,275683.0,276020.0,275830.0,274459.0,274052.0,274227.0,274490.0,275149.0,276118.0,278159.0,279802.0,278838.0,277778.0,279204.0,283851.0,290234.0,294909.0,299571.0,302956.0,307811.0,314065.0,321555.0,335735.0,350639.0,369303.0,380875.0,390684.0,396863.0,402540.0,406570.0,409384.0,412563.0,418127.0,424441.0,430778.0,437603.0
227,07002,NJ,Bayonne,Hudson County,172571.0,173610.0,174665.0,176332.0,178077.0,178700.0,179840.0,180899.0,182181.0,182550.0,182511.0,183468.0,185331.0,187778.0,190063.0,192185.0,193772.0,196053.0,198649.0,202381.0,206026.0,210784.0,215404.0,219249.0,221939.0,223911.0,226389.0,228770.0,231264.0,234111.0,237196.0,240764.0,244001.0,246360.0,248234.0,249824.0,252980.0,256847.0,260420.0,263384.0,265982.0,270201.0,274088.0,278456.0,281977.0,284960.0,287326.0,289062.0,291334.0,294196.0,297804.0,301854.0,305435.0,309385.0,314220.0,322276.0,328912.0,334403.0,337183.0,342704.0,347974.0,353534.0,357613.0,363302.0,368525.0,373794.0,379212.0,385346.0,392503.0,398762.0,404720.0,408977.0,413848.0,418534.0,422976.0,427342.0,431302.0,436617.0,440657.0,442446.0,442947.0,442228.0,442390.0,442062.0,441026.0,440005.0,440002.0,440503.0,440067.0,438107.0,435207.0,431132.0,426780.0,423389.0,420095.0,416411.0,410497.0,407159.0,400133.0,394581.0,386858.0,383256.0,378132.0,371552.0,364581.0,357607.0,351599.0,344982.0,339313.0,336049.0,333419.0,328837.0,323373.0,316162.0,312530.0,309186.0,309916.0,310703.0,312537.0,311438.0,310667.0,306113.0,301779.0,301316.0,304967.0,308683.0,308665.0,305589.0,303183.0,299533.0,296915.0,294265.0,293536.0,292444.0,291908.0,289314.0,286570.0,283034.0,279684.0,277163.0,274199.0,272401.0,271945.0,272377.0,273971.0,274035.0,275715.0,275072.0,275609.0,274077.0,273204.0,272161.0,272067.0,272555.0,273150.0,272729.0,274491.0,274957.0,277726.0,277480.0,277134.0,276707.0,277893.0,281016.0,281164.0,280561.0,280452.0,281668.0,281297.0,281520.0,282965.0,287397.0,290559.0,292459.0,292447.0,292897.0,292599.0,293185.0,292570.0,293419.0,293414.0,292557.0,291379.0,291529.0,293439.0,295155.0,297040.0,299744.0,303804.0,307420.0,309434.0,311697.0,311506.0,311356.0,309806.0,311363.0,313422.0,316914.0,318079.0,319294.0,319141.0,321285.0,323198.0,326613.0,329184.0,333110.0,335784.0,337656.0,338526.0,339965.0,343016.0,346986.0,350172.0,353595.0,356854.0,361027.0,363765.0,368332.0,374496.0,380085.0,381993.0,380146.0,379136.0,380402.0,384761.0,387541.0,387994.0,385391.0,385928.0,388205.0,391703.0,393016.0,394817.0,397551.0,400314.0,399721.0,400565.0,399586.0,402149.0,401881.0,403865.0,404780.0,404685.0,406046.0,406959.0,407281.0,406742.0,407587.0,411765.0,416750.0,420614.0,426842.0,431577.0,437268.0,440180.0,442018.0,445359.0,453195.0,460951.0,468545.0,469831.0,472676.0,474605.0,477434.0,479031.0,481218.0,487852.0,496014.0,504295.0
260,07093,NJ,West New York,Hudson County,151143.0,151797.0,152808.0,154613.0,156908.0,158094.0,159033.0,159807.0,162030.0,164941.0,166943.0,168372.0,169468.0,171217.0,173267.0,175430.0,177816.0,180242.0,182618.0,185435.0,188150.0,190854.0,192785.0,194374.0,196145.0,198008.0,199847.0,201815.0,203969.0,206076.0,207444.0,208847.0,210132.0,211898.0,213506.0,215340.0,216805.0,218295.0,220168.0,222045.0,223670.0,225461.0,227908.0,230715.0,233248.0,235293.0,236836.0,237951.0,238669.0,239931.0,241222.0,242981.0,245459.0,249175.0,253805.0,,265983.0,270082.0,271345.0,274954.0,279614.0,285007.0,289254.0,294095.0,298553.0,303882.0,309203.0,315022.0,321452.0,327508.0,333719.0,338648.0,343792.0,348593.0,353207.0,358314.0,362970.0,367689.0,371111.0,373105.0,375368.0,376394.0,379333.0,381579.0,383498.0,384176.0,384521.0,385481.0,386461.0,387737.0,388247.0,387736.0,385609.0,382971.0,379706.0,376265.0,371198.0,370236.0,362655.0,357144.0,349756.0,352149.0,354533.0,346013.0,340211.0,332138.0,328730.0,315305.0,313217.0,313093.0,317695.0,307755.0,296006.0,283742.0,278753.0,279995.0,281602.0,283264.0,287808.0,290363.0,293056.0,293549.0,296933.0,306944.0,314911.0,322282.0,322977.0,321244.0,315317.0,312473.0,309775.0,310520.0,305483.0,301419.0,299322.0,295492.0,294729.0,291311.0,289369.0,285946.0,284400.0,285027.0,284969.0,282565.0,280690.0,277874.0,278394.0,278926.0,280340.0,278973.0,276007.0,274240.0,276457.0,277723.0,278469.0,275820.0,272628.0,267889.0,267453.0,268179.0,264592.0,258313.0,252959.0,254217.0,255759.0,257074.0,258643.0,261504.0,261732.0,260632.0,260156.0,265273.0,273232.0,278352.0,280788.0,282167.0,283250.0,284305.0,284501.0,286995.0,284289.0,280324.0,274908.0,276063.0,278719.0,281602.0,283290.0,284153.0,284822.0,285265.0,285805.0,287597.0,291926.0,295940.0,297650.0,296074.0,295689.0,297431.0,299408.0,301438.0,301619.0,302708.0,302108.0,304608.0,306442.0,311859.0,314025.0,316764.0,318021.0,320058.0,322132.0,321850.0,321487.0,320175.0,320955.0,322408.0,327009.0,332553.0,337869.0,340367.0,340288.0,338639.0,337898.0,338556.0,340992.0,343208.0,344950.0,344916.0,347159.0,349624.0,351970.0,351050.0,350861.0,353377.0,357866.0,359366.0,360387.0,358730.0,360315.0,360769.0,364861.0,367345.0,367779.0,367037.0,367618.0,367797.0,368224.0,369236.0,372604.0,375374.0,376605.0,379835.0,383686.0,386944.0,386087.0,383208.0,377482.0,377415.0,376383.0,380140.0,377847.0,377888.0,376894.0,378467.0,379325.0,382126.0,387120.0,392945.0,398272.0
295,08831,NJ,Monroe Township,Middlesex County,257481.0,258282.0,259370.0,261460.0,264170.0,267116.0,270307.0,272273.0,274978.0,277429.0,280080.0,281494.0,283328.0,285955.0,288936.0,291946.0,294398.0,297443.0,300937.0,305340.0,309360.0,313218.0,315878.0,318719.0,321069.0,324253.0,327123.0,330249.0,332880.0,335680.0,338468.0,341888.0,344817.0,347701.0,350649.0,354124.0,358211.0,362050.0,366179.0,369857.0,373911.0,378074.0,381848.0,385533.0,388804.0,390695.0,391879.0,392569.0,393916.0,395789.0,398050.0,400849.0,404699.0,408735.0,414303.0,420175.0,425833.0,430020.0,433118.0,436231.0,440051.0,443094.0,446280.0,450970.0,456629.0,462933.0,468319.0,472973.0,476031.0,478293.0,481359.0,484768.0,487213.0,489903.0,492670.0,495969.0,497482.0,498870.0,498987.0,498715.0,497818.0,495451.0,494651.0,492709.0,493211.0,492506.0,492461.0,491005.0,487861.0,483911.0,479416.0,475972.0,473937.0,473059.0,472082.0,470098.0,468303.0,466024.0,457251.0,449471.0,439679.0,437279.0,432304.0,428492.0,422977.0,416124.0,410082.0,403930.0,,419600.0,430091.0,423433.0,410072.0,394544.0,382603.0,381317.0,380656.0,383115.0,382031.0,382122.0,385115.0,390950.0,395280.0,396881.0,391683.0,386178.0,381125.0,378562.0,377269.0,374168.0,369622.0,364521.0,363865.0,366574.0,366366.0,360477.0,347795.0,338342.0,329985.0,329834.0,331004.0,330643.0,329683.0,328990.0,338461.0,345448.0,356891.0,359225.0,357777.0,351641.0,342509.0,336047.0,328777.0,324537.0,324095.0,320697.0,315025.0,309438.0,306815.0,307391.0,308029.0,309332.0,311189.0,312905.0,314192.0,316912.0,319399.0,323653.0,324758.0,324396.0,322011.0,322754.0,326750.0,330498.0,333206.0,334125.0,335194.0,335135.0,334464.0,334090.0,333870.0,334322.0,334872.0,337727.0,341695.0,345054.0,346754.0,345796.0,345334.0,345310.0,346722.0,346603.0,342472.0,338923.0,336421.0,337549.0,341417.0,344748.0,347970.0,347786.0,348371.0,349080.0,349449.0,351493.0,351320.0,350792.0,350082.0,352215.0,357021.0,360473.0,364877.0,366795.0,368158.0,368508.0,370027.0,371452.0,371611.0,371519.0,372393.0,373758.0,376999.0,380152.0,383527.0,385141.0,386591.0,387744.0,388158.0,388586.0,388584.0,387650.0,385901.0,384664.0,386777.0,388825.0,391454.0,390687.0,389623.0,388174.0,387738.0,391002.0,392193.0,392916.0,389986.0,389648.0,388380.0,388657.0,390762.0,396048.0,401639.0,406452.0,409409.0,413401.0,414794.0,417166.0,420332.0,425786.0,433155.0,438535.0,445503.0,451030.0,456146.0,459742.0,462435.0,466084.0,470683.0,477502.0,485698.0,493853.0,503256.0
363,07087,NJ,Union City,Hudson County,126530.0,127289.0,127861.0,128813.0,130054.0,130932.0,132675.0,133764.0,135190.0,136355.0,137975.0,139774.0,141511.0,143624.0,144987.0,146691.0,147853.0,149904.0,151201.0,153250.0,154587.0,156760.0,157933.0,159410.0,160554.0,162212.0,164551.0,166727.0,168584.0,170533.0,172752.0,175255.0,178101.0,181109.0,184351.0,186989.0,190040.0,193166.0,196409.0,199058.0,202478.0,206571.0,210571.0,214636.0,218075.0,221721.0,224821.0,228217.0,231170.0,234163.0,236883.0,239906.0,242890.0,246961.0,252040.0,259207.0,264805.0,269144.0,271387.0,275526.0,280979.0,287105.0,291804.0,295801.0,299677.0,304953.0,311379.0,317058.0,323052.0,328318.0,333346.0,337407.0,341658.0,346686.0,351392.0,356887.0,363089.0,369738.0,374697.0,378039.0,380736.0,383300.0,385695.0,388613.0,391195.0,393825.0,396621.0,398729.0,400800.0,401653.0,402391.0,402365.0,402155.0,402228.0,402252.0,400604.0,397565.0,397623.0,394962.0,392109.0,383631.0,379518.0,375323.0,368745.0,359625.0,352829.0,346025.0,340558.0,333355.0,331077.0,328173.0,321216.0,313991.0,307029.0,306608.0,307896.0,311741.0,312958.0,313538.0,311553.0,312077.0,307322.0,302908.0,303245.0,305604.0,307358.0,303301.0,299784.0,295489.0,291066.0,288460.0,288029.0,284961.0,280804.0,275418.0,271889.0,269335.0,268436.0,267620.0,267206.0,266765.0,267344.0,268087.0,267564.0,267295.0,266970.0,268906.0,268483.0,270104.0,269418.0,267654.0,264117.0,261134.0,261632.0,262078.0,261869.0,263059.0,262704.0,264870.0,265038.0,266965.0,268231.0,270371.0,272431.0,274978.0,277843.0,281481.0,283959.0,284805.0,284887.0,286895.0,291449.0,296052.0,298156.0,299119.0,299587.0,301077.0,301439.0,302401.0,302985.0,304947.0,305273.0,305582.0,304220.0,304796.0,304057.0,303278.0,302319.0,301956.0,302957.0,304043.0,305717.0,306682.0,307403.0,309145.0,311721.0,313663.0,315062.0,315066.0,315113.0,315929.0,318258.0,320463.0,323745.0,327092.0,332679.0,336484.0,338374.0,339417.0,339401.0,342376.0,344539.0,348260.0,350082.0,353322.0,355727.0,360959.0,367423.0,376271.0,381386.0,383224.0,377646.0,373109.0,370448.0,375618.0,380426.0,384255.0,384380.0,386461.0,388884.0,391717.0,393157.0,394413.0,396371.0,399831.0,401759.0,403951.0,401333.0,401714.0,401948.0,405017.0,407415.0,408612.0,411221.0,411289.0,411898.0,412890.0,416693.0,422353.0,426138.0,429505.0,433601.0,435808.0,437394.0,436074.0,436612.0,437044.0,441800.0,444810.0,448948.0,447780.0,448766.0,448996.0,450903.0,451420.0,453507.0,458207.0,465065.0,469787.0
